Date,New Zealand,Main Urban Areas,Auckland Area,Wellington Area,Far North District,Whangarei District,Kaipara District,Rodney District,Rodney - Hibiscus Coast,Rodney - North,North Shore City,North Shore - Coastal,North Shore - Onewa,North Shore - North Harbour,Waitakere City,Auckland City,Auckland City - Central,Auckland_City - East,Auckland City - South,Auckland City - Islands,Manukau City,Manukau - East,Manukau - Central,Manukau - North West,Papakura District,Franklin District,Thames-Coromandel District,Hauraki District,Waikato District,Matamata-Piako District,Hamilton City,Hamilton - North East,Hamilton - Central & North West,Hamilton - South East,Hamilton - South West,Waipa District,Otorohanga District,South Waikato District,Waitomo District,Taupo District,Western Bay of Plenty District,Tauranga City,Rotorua District,Whakatane District,Kawerau District,Opotiki District,Gisborne District,Wairoa District,Hastings District,Napier City,Central Hawkes Bay District,New Plymouth District,Stratford District,South Taranaki District,Ruapehu District,Whanganui District,Rangitikei District,Manawatu District,Palmerston North City,Tararua District,Horowhenua District,Kapiti Coast District,Porirua City,Upper Hutt City,Lower Hutt City,Wellington City,Wellington - Central & South,Wellington - East,Wellington - North,Wellington - West,Masterton District,Carterton District,South Wairarapa District,Tasman District,Nelson City,Marlborough District,Kaikoura District,Buller District,Grey District,Westland District,Hurunui District,Waimakariri District,Christchurch City,Christchurch - East,Christchurch - Hills,Christchurch - Central & North,Christchurch - Southwest,Christchurch - Banks Peninsula,Selwyn District,Ashburton District,Timaru District,MacKenzie District,Waimate District,Waitaki District,Central Otago District,Queenstown-Lakes District,Dunedin City,Dunedin - Central & North,Dunedin - Peninsular & Coastal,Dunedin - South,Dunedin - Taieri,Clutha District,Southland District,Gore District,Invercargill City
2016-05-01,577829 ,688908 ,955793 ,504794 ,345895 ,404676 ,410918 ,849107 ,838942 ,860503 ,1110891 ,1268592 ,887738 ,1089841 ,765019 ,1121337 ,982427 ,1400219 ,1012577 ,933331 ,824407 ,1054687 ,643369 ,706122 ,611026 ,599937 ,570381 ,305046 ,378903 ,335784 ,478323 ,605164 ,441772 ,439842 ,423955 ,428919 ,228261 ,152557 ,166200 ,386366 ,525133 ,591942 ,318295 ,339491 ,128060 ,234043 ,236413 ,153057 ,339439 ,365895 ,226025 ,382929 ,214122 ,188591 ,139429 ,193764 ,150895 ,260980 ,312645 ,158037 ,220201 ,413798 ,415133 ,359825 ,406188 ,610102 ,607737 ,672759 ,539390 ,709540 ,245352 ,277406 ,325739 ,450447 ,454565 ,377597 ,389532 ,206557 ,215049 ,221247 ,357999 ,424529 ,490137 ,371639 ,664228 ,578113 ,463270 ,503885 ,532936 ,351758 ,324930 ,350217 ,226235 ,236417 ,374408 ,875002 ,323735 ,336617 ,289982 ,309837 ,336419 ,177180 ,221690 ,191897 ,218426 
2016-06-01,590909 ,706477 ,975087 ,516430 ,351792 ,411931 ,418962 ,854183 ,842575 ,867065 ,1135868 ,1296298 ,913236 ,1107688 ,771270 ,1146639 ,995878 ,1432904 ,1039992 ,970126 ,842142 ,1083365 ,649964 ,724180 ,626439 ,611898 ,579314 ,307340 ,385618 ,341805 ,492403 ,628043 ,451921 ,449378 ,435483 ,435827 ,234027 ,154866 ,168500 ,387697 ,526756 ,599915 ,327596 ,349171 ,131004 ,241948 ,237185 ,148059 ,345577 ,372963 ,231582 ,389369 ,218478 ,189418 ,143267 ,197299 ,152895 ,265827 ,315930 ,156623 ,226759 ,421743 ,423388 ,366480 ,413488 ,625319 ,627244 ,689324 ,548069 ,728296 ,246070 ,281372 ,328463 ,456144 ,460495 ,385818 ,392516 ,209962 ,212097 ,218688 ,359413 ,427756 ,491148 ,372878 ,663657 ,577779 ,464539 ,514123 ,532151 ,350775 ,322763 ,356688 ,218210 ,238272 ,384718 ,899335 ,327664 ,342492 ,290662 ,312140 ,340573 ,174414 ,216756 ,195477 ,221391 
2016-07-01,602434 ,722243 ,992207 ,524063 ,355485 ,421750 ,422295 ,859303 ,844826 ,874992 ,1160094 ,1322798 ,937297 ,1126152 ,782039 ,1163464 ,1003978 ,1453988 ,1060567 ,982998 ,859005 ,1100754 ,662182 ,741947 ,638678 ,613696 ,586608 ,307560 ,389220 ,354534 ,513094 ,659231 ,472328 ,463194 ,449546 ,445080 ,250202 ,159854 ,164555 ,393296 ,540128 ,615625 ,338679 ,356353 ,143765 ,238218 ,246757 ,146174 ,353255 ,379698 ,233417 ,389690 ,217705 ,188513 ,141512 ,200022 ,156715 ,267894 ,320134 ,155591 ,234491 ,427620 ,429950 ,373082 ,420972 ,633611 ,632974 ,704208 ,558101 ,732912 ,249667 ,286582 ,329795 ,457542 ,464885 ,392566 ,380586 ,204468 ,215864 ,226176 ,367915 ,429832 ,492165 ,373972 ,674056 ,577863 ,465303 ,506657 ,531517 ,351057 ,323296 ,355551 ,214782 ,241912 ,390534 ,910974 ,331967 ,348835 ,294844 ,316332 ,342699 ,174420 ,219557 ,196117 ,223487 
2016-08-01,612527 ,734515 ,1013632 ,536065 ,365085 ,429885 ,427199 ,869587 ,858729 ,881846 ,1183443 ,1345327 ,959051 ,1153406 ,806832 ,1180245 ,1012112 ,1466887 ,1085631 ,1021668 ,881628 ,1132626 ,679346 ,758117 ,657767 ,621098 ,605304 ,312792 ,394595 ,358462 ,518387 ,666580 ,482559 ,465907 ,454413 ,452702 ,263633 ,163856 ,156971 ,404497 ,557640 ,633638 ,347966 ,354685 ,152647 ,251575 ,250509 ,154445 ,359679 ,386615 ,230633 ,393548 ,221837 ,192166 ,144459 ,200548 ,159063 ,270431 ,325041 ,155186 ,237277 ,439682 ,442200 ,388892 ,434838 ,643986 ,647959 ,706984 ,565500 ,744779 ,253147 ,298918 ,337230 ,463596 ,473624 ,400103 ,374400 ,202180 ,213901 ,235405 ,367007 ,427512 ,492766 ,373659 ,677534 ,576168 ,468454 ,511800 ,533546 ,352955 ,326962 ,360165 ,212881 ,247240 ,395861 ,930154 ,333890 ,350082 ,298486 ,318259 ,343934 ,177575 ,220118 ,200025 ,228652 
2016-09-01,619660 ,743012 ,1031253 ,553023 ,370088 ,441244 ,432722 ,894816 ,877070 ,913102 ,1207974 ,1375501 ,975610 ,1177378 ,824528 ,1194608 ,1021399 ,1482962 ,1102652 ,1030893 ,895932 ,1154978 ,690259 ,764574 ,667893 ,629381 ,617179 ,324503 ,403728 ,363587 ,529236 ,676962 ,495317 ,477746 ,461971 ,464543 ,243352 ,168446 ,161574 ,408943 ,574993 ,644297 ,354278 ,364868 ,150723 ,264305 ,253473 ,161110 ,367227 ,393672 ,230851 ,398091 ,223004 ,195804 ,146822 ,202698 ,161468 ,276259 ,331617 ,157975 ,239919 ,448253 ,453069 ,401717 ,453291 ,661927 ,662607 ,718160 ,586812 ,768997 ,260551 ,299768 ,340907 ,475427 ,476817 ,408014 ,378164 ,193319 ,208318 ,233226 ,370870 ,427804 ,495723 ,374461 ,680165 ,584553 ,468042 ,513548 ,535873 ,352761 ,330999 ,379408 ,218208 ,249895 ,401475 ,959282 ,339201 ,355987 ,304687 ,324084 ,348372 ,181864 ,224231 ,197861 ,229991 
2016-10-01,622309 ,747507 ,1045207 ,558886 ,359876 ,451874 ,436144 ,918899 ,896988 ,940204 ,1220550 ,1391044 ,990038 ,1179794 ,837300 ,1209199 ,1040640 ,1497097 ,1112901 ,1032945 ,906128 ,1173581 ,698842 ,768563 ,683031 ,641668 ,623536 ,324565 ,420770 ,367901 ,537388 ,687161 ,500392 ,489753 ,467546 ,465856 ,242854 ,174620 ,164567 ,413176 ,596782 ,651725 ,362583 ,373817 ,151957 ,259963 ,256490 ,165063 ,366083 ,396000 ,232718 ,402526 ,230372 ,201793 ,151169 ,204553 ,159097 ,277404 ,335136 ,162470 ,240800 ,458013 ,470059 ,405550 ,460572 ,671387 ,673584 ,722209 ,594589 ,785452 ,263384 ,306842 ,344807 ,485666 ,484019 ,410484 ,387698 ,188680 ,204470 ,231861 ,364973 ,430173 ,498425 ,376670 ,680656 ,587282 ,470846 ,507707 ,541536 ,350641 ,333399 ,383839 ,219464 ,252402 ,408830 ,974564 ,341566 ,354449 ,305445 ,326917 ,354447 ,183785 ,220621 ,199523 ,229342 
2016-11-01,624675 ,751113 ,1051387 ,565631 ,367005 ,456969 ,435635 ,923594 ,895003 ,949942 ,1224477 ,1400984 ,984557 ,1188075 ,845864 ,1222371 ,1055002 ,1520825 ,1115066 ,1029854 ,906004 ,1168113 ,696784 ,772913 ,680134 ,647904 ,623981 ,352448 ,426808 ,384954 ,536565 ,684875 ,498092 ,488963 ,468468 ,470996 ,235430 ,180900 ,168137 ,406014 ,591202 ,665155 ,372849 ,365438 ,158602 ,247278 ,266676 ,161579 ,375175 ,408509 ,245437 ,405859 ,236127 ,201440 ,152444 ,205932 ,156194 ,280362 ,339678 ,164835 ,250417 ,464077 ,473624 ,412077 ,461955 ,683794 ,684851 ,738782 ,603074 ,805182 ,269060 ,309979 ,349779 ,487011 ,489338 ,411474 ,396655 ,191375 ,207837 ,233831 ,372520 ,430041 ,501229 ,378511 ,677742 ,591969 ,474906 ,517646 ,543586 ,350942 ,332554 ,397473 ,225320 ,253089 ,392775 ,1000205 ,341604 ,354124 ,305738 ,325299 ,357476 ,185954 ,225353 ,202333 ,233326 
2016-12-01,627905 ,751460 ,1047179 ,574410 ,376947 ,457990 ,467348 ,929162 ,903672 ,957501 ,1218254 ,1395709 ,975593 ,1184533 ,840639 ,1218979 ,1062115 ,1520349 ,1104779 ,1021594 ,904516 ,1161823 ,688248 ,781663 ,681953 ,659906 ,636951 ,353162 ,429013 ,390849 ,534860 ,681272 ,499701 ,484566 ,467435 ,486655 ,246849 ,184672 ,172581 ,413011 ,571520 ,672197 ,375187 ,373702 ,176324 ,250147 ,269266 ,164486 ,387133 ,415189 ,251001 ,411160 ,237270 ,198035 ,155436 ,204916 ,160210 ,284779 ,345068 ,168576 ,254113 ,480923 ,477692 ,422596 ,470907 ,693842 ,697056 ,738555 ,614937 ,815985 ,271912 ,315863 ,363766 ,499082 ,499866 ,421688 ,401384 ,185826 ,212567 ,233680 ,374684 ,431724 ,494247 ,368548 ,656669 ,585705 ,474260 ,513275 ,544335 ,352732 ,334433 ,410692 ,225411 ,256882 ,398063 ,1022214 ,354133 ,368259 ,308938 ,338291 ,371192 ,186819 ,228760 ,201719 ,236416 
2017-01-01,631302 ,754572 ,1047699 ,582322 ,389811 ,463319 ,463896 ,933456 ,908966 ,961450 ,1214291 ,1387368 ,971364 ,1189924 ,836574 ,1225096 ,1065420 ,1532815 ,1107912 ,1036288 ,901422 ,1158197 ,686567 ,781110 ,684172 ,660557 ,645780 ,359520 ,441525 ,398682 ,531337 ,678886 ,489611 ,482333 ,466235 ,490723 ,243964 ,188852 ,172405 ,418130 ,575089 ,672752 ,379865 ,380691 ,177183 ,248261 ,271632 ,161966 ,392182 ,419099 ,253787 ,415761 ,234372 ,198934 ,156971 ,207752 ,163111 ,289350 ,348581 ,163877 ,258047 ,482723 ,484164 ,433538 ,482632 ,702081 ,703433 ,753259 ,627791 ,808685 ,276020 ,321476 ,370839 ,498111 ,508343 ,423753 ,398058 ,183573 ,211780 ,234405 ,378276 ,434854 ,497539 ,371157 ,667077 ,588632 ,477247 ,514403 ,547094 ,348788 ,335449 ,420915 ,229085 ,260433 ,411111 ,1032560 ,359055 ,372295 ,320180 ,342080 ,375669 ,190208 ,236549 ,200826 ,239252 
2017-02-01,631349 ,750253 ,1043680 ,589784 ,399780 ,468033 ,470913 ,936877 ,918495 ,957228 ,1196987 ,1363263 ,962999 ,1176182 ,831705 ,1224673 ,1062336 ,1540731 ,1100193 ,1057341 ,902477 ,1159890 ,685233 ,785112 ,686465 ,663638 ,654659 ,362059 ,452169 ,400688 ,532171 ,681204 ,494010 ,481707 ,464668 ,497582 ,266734 ,192649 ,176081 ,428410 ,581540 ,673923 ,386810 ,390862 ,174150 ,253857 ,272982 ,163883 ,397013 ,419190 ,259663 ,420813 ,232541 ,197336 ,158007 ,212695 ,171286 ,297286 ,349494 ,165264 ,258639 ,479823 ,498652 ,437832 ,488797 ,709806 ,704885 ,773982 ,639076 ,806933 ,284601 ,333802 ,376069 ,501153 ,513933 ,425213 ,390602 ,177902 ,206481 ,233275 ,374130 ,437569 ,498710 ,371793 ,672029 ,589186 ,479064 ,508096 ,545372 ,344881 ,338653 ,433271 ,224971 ,263134 ,423431 ,1039434 ,359629 ,372954 ,326875 ,340838 ,376406 ,192737 ,240861 ,203873 ,235895 
2017-03-01,631432 ,748957 ,1045362 ,595501 ,397600 ,472081 ,471203 ,940701 ,920149 ,964038 ,1201367 ,1375264 ,952902 ,1184914 ,828959 ,1229715 ,1062943 ,1542858 ,1108497 ,1066785 ,900324 ,1165890 ,681232 ,775666 ,689859 ,667209 ,670508 ,364116 ,451956 ,412431 ,532888 ,677418 ,496659 ,484524 ,467316 ,496884 ,258186 ,196418 ,171185 ,435052 ,590608 ,676381 ,391910 ,398552 ,171118 ,269729 ,276793 ,170426 ,398612 ,422945 ,260446 ,418057 ,234368 ,200509 ,162274 ,217672 ,179364 ,299293 ,351959 ,170684 ,264918 ,482789 ,511483 ,442379 ,496314 ,716613 ,714679 ,781177 ,644209 ,808973 ,288996 ,334835 ,387687 ,512754 ,522201 ,427552 ,406297 ,185358 ,206297 ,240056 ,372956 ,438750 ,497120 ,372468 ,669820 ,586247 ,477267 ,504734 ,546633 ,346678 ,338997 ,449520 ,218755 ,261295 ,437791 ,1042258 ,363821 ,376502 ,338306 ,343886 ,379103 ,189673 ,248195 ,208501 ,237168 
2017-04-01,631147 ,746641 ,1043830 ,602230 ,401968 ,477765 ,493324 ,956733 ,930208 ,986101 ,1195292 ,1369047 ,948963 ,1179375 ,826454 ,1223387 ,1079879 ,1523289 ,1098608 ,1061490 ,903160 ,1172617 ,681590 ,775680 ,693239 ,669518 ,690634 ,352258 ,450043 ,409682 ,538832 ,682774 ,502853 ,489654 ,475052 ,500785 ,256441 ,198308 ,169120 ,437943 ,590783 ,678643 ,396423 ,392330 ,177944 ,285348 ,279842 ,166402 ,408510 ,425484 ,263498 ,418445 ,233938 ,200012 ,166185 ,220336 ,185061 ,302103 ,354999 ,177210 ,266589 ,491203 ,510853 ,445632 ,503286 ,724176 ,721252 ,785353 ,646931 ,839410 ,290842 ,329770 ,388653 ,521575 ,527422 ,428509 ,399661 ,188334 ,211078 ,238076 ,370164 ,441938 ,495855 ,370913 ,672285 ,585099 ,475239 ,500781 ,545261 ,347607 ,335241 ,455779 ,220009 ,267631 ,434656 ,1041830 ,371739 ,384959 ,346444 ,352212 ,385656 ,189653 ,248115 ,209848 ,239486 
2017-05-01,634018 ,748592 ,1044561 ,607907 ,402966 ,483049 ,514219 ,960087 ,930274 ,994136 ,1198381 ,1369770 ,953727 ,1184048 ,825736 ,1222137 ,1075398 ,1524074 ,1096186 ,1074011 ,902068 ,1168644 ,684048 ,774309 ,683812 ,671396 ,711289 ,394065 ,443961 ,415687 ,537152 ,678649 ,502378 ,485980 ,476988 ,506925 ,263273 ,201325 ,176405 ,440842 ,602059 ,683012 ,394408 ,397183 ,175142 ,286688 ,281629 ,168185 ,413801 ,436454 ,266382 ,420080 ,235861 ,199041 ,162261 ,222406 ,180820 ,306711 ,357248 ,174216 ,271879 ,501569 ,509433 ,449970 ,505602 ,727119 ,729070 ,786968 ,645798 ,842417 ,299138 ,334317 ,394506 ,534908 ,527974 ,434357 ,417231 ,184567 ,215035 ,246493 ,376755 ,440525 ,495070 ,372013 ,658809 ,584488 ,476035 ,493919 ,546346 ,351336 ,341693 ,474921 ,222619 ,271422 ,450482 ,1052211 ,373810 ,388003 ,348301 ,353668 ,386759 ,189770 ,254355 ,211027 ,243144 
2017-06-01,639051 ,751563 ,1045059 ,609552 ,408416 ,492588 ,520852 ,955814 ,928686 ,984933 ,1203775 ,1376695 ,956862 ,1190626 ,823630 ,1228005 ,1073116 ,1534921 ,1103498 ,1099383 ,900766 ,1169679 ,684184 ,771795 ,677340 ,666845 ,710548 ,392066 ,453496 ,419289 ,539357 ,679803 ,498276 ,491788 ,482593 ,514927 ,288008 ,206669 ,191530 ,446364 ,612363 ,687364 ,393753 ,399082 ,181797 ,294638 ,285855 ,157176 ,420155 ,442986 ,281208 ,423157 ,236211 ,198533 ,163463 ,226526 ,186313 ,308599 ,357752 ,175781 ,278503 ,508221 ,509575 ,448380 ,509860 ,726902 ,730532 ,785474 ,643916 ,843645 ,303415 ,348811 ,412286 ,535118 ,532120 ,437984 ,383455 ,186087 ,211263 ,252708 ,376523 ,439901 ,496378 ,372246 ,664643 ,586427 ,475906 ,507672 ,546070 ,347807 ,345729 ,460593 ,219363 ,278798 ,453074 ,1071995 ,375371 ,388783 ,346370 ,355718 ,390365 ,195890 ,253764 ,210651 ,241770 
2017-07-01,641280 ,753271 ,1044303 ,607011 ,405772 ,494212 ,521633 ,949658 ,927802 ,972194 ,1202461 ,1380887 ,952432 ,1180491 ,819426 ,1234767 ,1082911 ,1546047 ,1105872 ,1105452 ,898361 ,1166714 ,687130 ,767205 ,675358 ,658595 ,711444 ,396177 ,449975 ,423036 ,540840 ,682118 ,504020 ,489902 ,481377 ,517738 ,278015 ,207925 ,191663 ,445296 ,617754 ,691350 ,399024 ,403798 ,181302 ,285825 ,292598 ,159755 ,423750 ,449717 ,286339 ,424296 ,235850 ,199525 ,162648 ,229167 ,189650 ,306344 ,359283 ,173629 ,282202 ,513925 ,513803 ,448947 ,512460 ,724202 ,723333 ,789080 ,643389 ,834607 ,309917 ,347936 ,421022 ,533816 ,531659 ,438292 ,397117 ,181996 ,206940 ,248800 ,372578 ,435139 ,495098 ,370936 ,664135 ,584373 ,474890 ,509675 ,545770 ,346274 ,350706 ,469979 ,219432 ,283822 ,455725 ,1092748 ,373857 ,387007 ,336932 ,352656 ,393669 ,196047 ,249987 ,214150 ,242829 
2017-08-01,641648 ,752123 ,1041957 ,605435 ,413417 ,497489 ,513954 ,945934 ,931381 ,962249 ,1200914 ,1374159 ,956868 ,1179806 ,816503 ,1232779 ,1084025 ,1542465 ,1101122 ,1116415 ,899432 ,1167107 ,682709 ,773033 ,666387 ,656665 ,715833 ,395868 ,450349 ,436381 ,544469 ,687203 ,504094 ,494934 ,484833 ,519296 ,280795 ,212754 ,197048 ,441138 ,613073 ,694361 ,407318 ,403542 ,188667 ,289547 ,293141 ,155896 ,425780 ,459393 ,287158 ,426255 ,244076 ,205833 ,169179 ,229961 ,184866 ,307913 ,362557 ,175537 ,285597 ,518382 ,521775 ,452206 ,515961 ,724965 ,724511 ,795148 ,640773 ,837601 ,311329 ,349684 ,432110 ,538256 ,538136 ,440276 ,394422 ,186167 ,208151 ,243501 ,371914 ,434284 ,493069 ,370617 ,662309 ,579987 ,473320 ,508354 ,544099 ,347530 ,353407 ,461208 ,222778 ,283490 ,458418 ,1098037 ,375814 ,392058 ,324480 ,353979 ,396694 ,201401 ,250692 ,213745 ,240725 
2017-09-01,646378 ,758639 ,1039066 ,606322 ,409120 ,500801 ,515516 ,939955 ,937359 ,946744 ,1195052 ,1363735 ,961224 ,1167255 ,816408 ,1226375 ,1079348 ,1532259 ,1099479 ,1088716 ,897957 ,1158720 ,688487 ,771872 ,679072 ,663080 ,718962 ,400929 ,442066 ,436715 ,546402 ,691429 ,505665 ,494249 ,487041 ,526055 ,290582 ,209480 ,200234 ,445623 ,614822 ,686759 ,411544 ,409953 ,190312 ,272953 ,295010 ,166024 ,431805 ,465943 ,285946 ,425182 ,253858 ,210539 ,168292 ,230098 ,179136 ,312089 ,366104 ,177788 ,287454 ,525799 ,521385 ,457847 ,519410 ,732708 ,729323 ,813927 ,643881 ,849228 ,312958 ,343836 ,436400 ,539866 ,545565 ,435101 ,385361 ,187053 ,208745 ,237354 ,369031 ,432641 ,491626 ,370754 ,649101 ,580029 ,471582 ,513416 ,542327 ,345070 ,352195 ,486669 ,222341 ,287866 ,467482 ,1079748 ,380701 ,398393 ,344916 ,355886 ,398890 ,205331 ,254104 ,216798 ,244691 
2017-10-01,646807 ,759526 ,1038722 ,610579 ,421696 ,495464 ,505010 ,933909 ,913845 ,954769 ,1201452 ,1362746 ,981196 ,1168764 ,818706 ,1223913 ,1079721 ,1534549 ,1090843 ,1114609 ,893580 ,1151198 ,690284 ,764261 ,684268 ,665843 ,733369 ,385249 ,457448 ,428139 ,543046 ,688533 ,498729 ,493095 ,483984 ,534468 ,304346 ,212671 ,196499 ,447342 ,627634 ,687241 ,404304 ,410176 ,189499 ,271226 ,293667 ,164654 ,436467 ,467330 ,284632 ,429953 ,257745 ,210575 ,172616 ,228292 ,186712 ,320089 ,370174 ,181557 ,290144 ,527730 ,527553 ,465199 ,520264 ,738742 ,728840 ,808640 ,657822 ,863993 ,320823 ,351004 ,447544 ,546808 ,551342 ,437689 ,386625 ,185849 ,200361 ,247001 ,379697 ,437914 ,490429 ,369652 ,648850 ,578963 ,469907 ,515635 ,543681 ,345879 ,353069 ,485228 ,223575 ,284244 ,469842 ,1092736 ,382402 ,397643 ,348171 ,365713 ,395359 ,201172 ,259216 ,217088 ,247823 
2017-11-01,664698 ,779380 ,1045741 ,621289 ,420783 ,499955 ,492074 ,935590 ,916063 ,956318 ,1212617 ,1380575 ,974440 ,1190355 ,821105 ,1241504 ,1086373 ,1570354 ,1094265 ,1155463 ,891394 ,1144569 ,687444 ,770341 ,692175 ,659650 ,695353 ,380447 ,459759 ,428838 ,544050 ,689628 ,499982 ,491410 ,489637 ,532650 ,291236 ,219834 ,187615 ,458530 ,626120 ,687310 ,409832 ,415545 ,192821 ,276447 ,290745 ,149830 ,442876 ,473589 ,293069 ,431996 ,256933 ,207107 ,171764 ,233750 ,192385 ,327182 ,374337 ,187187 ,295407 ,538431 ,535268 ,470235 ,524285 ,749870 ,742749 ,800674 ,674630 ,877461 ,326986 ,362452 ,437125 ,553187 ,553052 ,447194 ,391984 ,179500 ,208417 ,242581 ,381831 ,439936 ,493899 ,371471 ,660947 ,585656 ,470420 ,514183 ,544469 ,345615 ,350033 ,494980 ,224126 ,282113 ,467868 ,1105213 ,386326 ,403396 ,355106 ,368133 ,397863 ,200210 ,270290 ,218929 ,251884 
2017-12-01,669565 ,786246 ,1051762 ,628450 ,421582 ,499205 ,496551 ,941029 ,921890 ,961471 ,1226509 ,1405509 ,981844 ,1192164 ,824271 ,1245536 ,1085314 ,1575133 ,1100710 ,1161110 ,895606 ,1150996 ,695724 ,769615 ,696713 ,666676 ,700175 ,373059 ,459226 ,429173 ,543446 ,689194 ,493950 ,495151 ,488101 ,530552 ,287098 ,229124 ,203650 ,463012 ,623705 ,693725 ,412741 ,414658 ,188379 ,287980 ,293346 ,155959 ,444961 ,477959 ,299844 ,436669 ,252131 ,206129 ,171244 ,235900 ,193409 ,325330 ,375217 ,191343 ,296139 ,545818 ,540535 ,469691 ,524357 ,756879 ,752918 ,802331 ,684032 ,876596 ,325167 ,363112 ,446831 ,556009 ,555184 ,450525 ,414827 ,179147 ,209053 ,241677 ,388677 ,439059 ,493706 ,371592 ,665019 ,583755 ,470896 ,509724 ,546232 ,347698 ,351623 ,511978 ,231430 ,288202 ,467458 ,1111995 ,391098 ,408365 ,364115 ,375130 ,398926 ,201971 ,271698 ,220411 ,256433 
2018-01-01,671531 ,787740 ,1054974 ,634811 ,421197 ,509857 ,506745 ,947856 ,927897 ,969140 ,1228920 ,1410765 ,977381 ,1199720 ,822871 ,1245682 ,1078359 ,1576640 ,1104859 ,1166941 ,904158 ,1161381 ,703189 ,776208 ,700283 ,673514 ,704581 ,373471 ,470218 ,432464 ,544935 ,692145 ,494164 ,494488 ,492551 ,530898 ,293089 ,225800 ,204268 ,467505 ,617120 ,698875 ,417258 ,411370 ,187011 ,302220 ,296435 ,155567 ,453616 ,483759 ,307507 ,439011 ,251136 ,209745 ,174029 ,238248 ,195601 ,326418 ,379248 ,183896 ,300771 ,544874 ,548889 ,470511 ,523344 ,764560 ,768645 ,821254 ,684884 ,874198 ,327415 ,366143 ,457934 ,560907 ,558587 ,453173 ,422097 ,187595 ,214972 ,240885 ,381419 ,437733 ,494459 ,372005 ,667870 ,584136 ,471587 ,510268 ,546340 ,350514 ,354254 ,534982 ,227424 ,297755 ,471455 ,1116673 ,392512 ,410278 ,360397 ,373189 ,402502 ,209395 ,272221 ,219810 ,255045 
2018-02-01,672645 ,788173 ,1053948 ,640737 ,427406 ,510409 ,507906 ,951356 ,930503 ,973369 ,1231179 ,1412965 ,972478 ,1214172 ,825362 ,1239086 ,1076464 ,1566834 ,1095706 ,1181685 ,902791 ,1155919 ,701488 ,779011 ,702318 ,674114 ,712236 ,386538 ,471961 ,435109 ,548417 ,694699 ,498761 ,500468 ,491915 ,533012 ,296181 ,225883 ,202497 ,466925 ,622227 ,706825 ,417653 ,418096 ,190175 ,310035 ,301863 ,158564 ,451686 ,488236 ,316954 ,439630 ,251459 ,218492 ,179331 ,237423 ,192867 ,322942 ,380255 ,185059 ,302981 ,546371 ,546552 ,474961 ,526659 ,764020 ,762980 ,821985 ,686534 ,879039 ,336228 ,373391 ,463217 ,565643 ,567767 ,454127 ,447152 ,184869 ,211555 ,237232 ,385645 ,438567 ,494563 ,371826 ,669770 ,583678 ,472482 ,511931 ,549985 ,350500 ,355923 ,535228 ,233367 ,301777 ,476421 ,1114358 ,392921 ,407170 ,360626 ,373280 ,408439 ,213658 ,283403 ,221832 ,259919 
2018-03-01,677618 ,793788 ,1055992 ,644567 ,431570 ,517302 ,521642 ,949896 ,920361 ,979858 ,1235905 ,1422283 ,971511 ,1218876 ,824848 ,1244218 ,1095224 ,1566924 ,1097888 ,1157589 ,903135 ,1159422 ,699099 ,778721 ,703258 ,675378 ,721023 ,387595 ,472520 ,441091 ,555549 ,699275 ,515877 ,501973 ,498890 ,535749 ,300529 ,228687 ,196151 ,471296 ,637801 ,706922 ,419556 ,426099 ,196397 ,334445 ,306098 ,162447 ,457145 ,497562 ,327971 ,441101 ,256737 ,221370 ,183680 ,242522 ,201401 ,330093 ,383671 ,187180 ,307549 ,549532 ,549185 ,482846 ,532278 ,768108 ,766866 ,820305 ,691503 ,887276 ,336613 ,380885 ,482212 ,562614 ,566052 ,454276 ,442296 ,182860 ,213338 ,245140 ,377088 ,439667 ,494117 ,371211 ,668595 ,581421 ,473994 ,507165 ,549809 ,351400 ,356448 ,523181 ,234446 ,303914 ,478415 ,1120905 ,398120 ,412991 ,366813 ,375458 ,415844 ,213517 ,280595 ,225255 ,261762 
2018-04-01,681343 ,798215 ,1049440 ,650165 ,428672 ,516786 ,527089 ,954585 ,934678 ,975786 ,1227547 ,1409940 ,966698 ,1213381 ,822169 ,1231554 ,1086073 ,1547553 ,1091501 ,1137265 ,899499 ,1152222 ,697195 ,777708 ,701181 ,670921 ,730496 ,409040 ,479402 ,448353 ,557223 ,702930 ,517478 ,506042 ,494940 ,539524 ,309390 ,224659 ,207523 ,476056 ,627847 ,704418 ,421223 ,433178 ,203609 ,312871 ,308843 ,178298 ,457057 ,502242 ,324844 ,447253 ,262204 ,221762 ,184561 ,246964 ,201053 ,336924 ,383482 ,192227 ,310928 ,555138 ,554193 ,485820 ,534369 ,773722 ,766460 ,830118 ,697381 ,899599 ,339514 ,386889 ,473557 ,567819 ,571478 ,462964 ,441157 ,178921 ,211958 ,244266 ,386263 ,441478 ,491908 ,367875 ,659097 ,577934 ,475530 ,506853 ,549651 ,352237 ,355493 ,510120 ,237776 ,303867 ,489234 ,1155858 ,404780 ,421397 ,372547 ,384642 ,417667 ,212193 ,282276 ,222812 ,263961 
